epsilon,rho,alfa,Eta.re,Eta.ce,Gamma.re,Gamma.ce,Nu.re,Nu.ce,k.re,k.ce,labor.growth_N,labor.growth_S,lambda.S,sigma.utility,Yre.0_N,Yce.0_N,Yre.0_S,Yce.0_S,size.factor,TimeStep,EndTime,Climate.Model,Beta.Delta.Temp,CO2.base,CO2.Disaster,Delta.Temp.Disaster,qsi,Delta.S,S.0,Future.ID,policy.name,Run.ID
3.5,0.001,0.33,0.03,0.021,0.3,0.25,0.032,0.032,0,0,0.008,0.015,0.1443,2,25.09194,144.96952,9.00672,105.26969,3.65,1,35,bcc-csm1-1,4.997053041,289.4150457,1298.216153,7.5,0.0100539,0.001822767,915.9700854,1,FWA,1
